f1deb24b-3d8f-4251-a901-85eeb891f26f,Twinblade Geist // Twinblade Invocation
90883bac-bcd8-4fa9-a17c-c2402fb0714e,Gods Willing
db827ee7-6f2e-4e10-aac0-120fc2b69fbd,Shalai* Voice of Plenty
33c35bf8-ae43-41aa-aae9-4d7513f9058c,Heroic Reinforcements
1d023d44-482e-4f60-b9b1-eede9bfb732f,Grafted Wargear
366e9845-019d-47cc-adb8-8fbbaad35b6d,Kabira Takedown // Kabira Plateau
1921fa4e-2256-4ef1-b2fe-874f9fbbcdf3,Trostani's Summoner
8b650ab6-9c22-424f-99e5-8ef5235a18a3,Silver Scrutiny
58c39df6-b237-40d1-bdcb-2fe5d05392a9,Kytheon* Hero of Akros // Gideon* Battle-Forged
89b39293-6f57-4294-85fc-c718bdbb4d40,Cankerbloom
1b24d60d-bd80-4363-829c-a9d7f8c61fdf,Mikaeus* the Lunarch
d4cad3d4-36e5-4df3-a7b3-09c73c86f3bc,Sram's Expertise
24e58478-c6a8-4f86-854a-a489c99bd777,Usher of the Fallen
a52af49b-cfeb-47a8-9ce5-5d35bfa9eb75,Elenda* the Dusk Rose
10eca3b1-f35a-4984-bfc0-818e619b1ece,King Darien XLVIII
199ba9c0-b3f7-448e-9a77-b3ff6a1206a6,Quest for the Gravelord
6aa98767-ae27-4cf0-98ea-93e659f160f4,Augur of Autumn
b6bc3f71-b4ce-4c05-be3c-7a0faad476c3,Blade of the Oni
075bbe5d-d0f3-4be3-a3a6-072d5d3d614c,Incubation Druid
e4f0885f-1049-4a19-853d-f4e6d4bec29e,Lorehold Command
8168540a-0629-443a-abc2-8641175f4d80,Sweltering Suns
0e6b9a3b-8a19-4094-8dbb-08a0a9ca04a0,Valorous Stance
8f8d6588-671d-4eb3-874f-f7139da2e05a,Seal Away
c1e67d5d-e676-41ce-90e1-a3ab3e422cb3,Fell the Mighty
9f25e1cf-eeb4-458d-8fb2-b3a2f86bdd54,Liliana* Heretical Healer // Liliana* Defiant Necromancer
1c3f0ffe-cf51-4c30-8cd5-9e3c7e92c019,Elas il-Kor* Sadistic Pilgrim
ea20208b-1939-4c69-8cfd-c0a42f9dc427,Elspeth Conquers Death
0f5b0f0a-dc16-45e2-91ab-28e0b9f66d00,Temple of Silence
1ee98955-4c47-4d45-9377-608dfa755337,Bone Shards
7373fe95-ad1c-44b9-8c7f-464ce8cbffc6,Deadly Dispute
6504e634-d8cd-41bc-978d-769431bd896d,Wall of Omens
532c5b14-75cf-4e4c-9b80-2d56a86e2844,Gravelighter
10716909-1254-4b2b-997e-23a18994a98d,Llanowar Wastes
a60b3c77-62e4-4718-9ddb-cb2e3f1f861f,Falkenrath Noble
b89b2c79-e3d3-4ef9-bfc8-f9c090975011,Karplusan Forest
7d4595f2-9297-40dc-b2dd-7144bbb401f7,Watery Grave
dc00fd1b-3dd9-492a-9ed4-0b6743074730,Memory Deluge
f40bd797-4d12-4098-a1a8-d7e5b7b82ac9,Colossal Skyturtle
27bb371f-d49f-41bd-bbe0-d5e1e2067e36,Sorin* Lord of Innistrad
6f58ea8a-30ac-45b0-a701-8b8d8262cfcf,Check for Traps
02551196-ecea-472f-9547-3c9658d0489e,Ravenous Chupacabra
8b45117b-8369-48fc-8e5d-8986e662d123,Corpse Knight
46764e49-64da-4a94-b61c-75e006b2c5a9,By Invitation Only
18d236ce-3b78-403a-b5f9-4fb44123d85b,Brushland
b83cfbaa-7890-4f6f-878b-4edb45677371,Skyclave Apparition
aaa9c6f1-3938-448b-bdc3-22420c5984d3,Disfigure
99264beb-2149-4cd4-9880-f0dc5c570c1b,Caves of Koilos
eacf7dd0-5855-4e7b-b75c-8119cc3d1460,Battle Screech
6a1c710b-bd67-4174-ab02-6ae98a7575ac,Gutterbones
c6323a7b-e640-4f68-92bb-ca01e575f730,Weaponcraft Enthusiast
06a3395b-2108-4d12-b7cc-1b8c4dcaa772,Treasure Keeper
08ae1037-6f70-41a9-b75e-98fa9a2152c8,Adarkar Wastes
39ec83fa-5cb4-4633-8827-36d874a2d2e7,Defiant Strike
6c727d20-51a0-443a-9d40-6efe7b91193a,Thraben Inspector
e39498cd-9b44-4563-b0fd-9258a52a85b2,Entomber Exarch
1e4e9e35-6cbc-4997-beff-d1a22d87545e,Find // Finality
fa1190a4-3d7e-4500-991f-e36ec3d1d9dc,Trostani Discordant
f11908e8-8c85-4eb7-b29d-b97712be42ee,Lingering Souls
ced4c824-2dfc-42ae-84e6-09f8e3f51b5b,Godless Shrine
0fd2adb3-a6f4-448e-af2a-15ca92b1de63,Daxos* Blessed by the Sun
8682fb87-df14-4277-aaa0-0d53d766c406,Plaguecrafter
2b9b0195-beda-403e-bc27-7ae3be9f318c,Temple Garden
eff1f52c-5c43-4260-aaa0-6920846a191c,Overgrown Tomb
aae001aa-10a0-482a-86fe-bf6ca7fc0866,Dauntless Onslaught
0ed6c8b0-f154-4678-89d0-9869864ead8d,Yavimaya Coast
764a7a53-314e-4b1f-aa33-0f312d06df71,Raise the Alarm
a1ddd113-140f-49c9-b45c-cf1b0d1dffd8,Banishing Light
acdb2388-9ec4-496a-a63e-6b3f33a608a7,Mistfire Adept
754a4c44-502a-4dd3-9e83-c69dbb380b56,Cut // Ribbons
b47f639e-4635-4c26-bb2a-4925f0582c21,Legion Loyalist
a33af331-0746-4adf-935a-bf61ff9d8d4b,Reckless Stormseeker // Storm-Charged Slasher
0a742125-730d-4082-bfd8-5feb7733def4,Judith* the Scourge Diva
3bf6b529-3deb-4a72-a2bb-9570ff171872,Collective Defiance
9490a495-9f17-45a8-b10c-7de4fcbd2778,Temple of Malice
5c61128d-7032-48ab-a6b2-7070ef1f52e0,Zealous Conscripts
8f16f137-4ceb-469c-a381-e575d58f456b,Bramble Wurm
0232f188-44f2-4aee-963c-6f6edc4a21ac,Bedlam Reveler
869fb9f1-0d59-4874-aa52-ac665c3cc0e8,Heartfire Immolator
323db259-d35e-467d-9a46-4adcb2fc107c,Opt
a211d505-4d40-4914-a9da-220770d6ddbc,Consider
800cef89-e90c-4f84-a7a0-3cd203532169,Nissa's Pilgrimage
0e84fc99-4045-4518-b588-512a675f2933,Venser* Shaper Savant
c4a5f86f-44a8-4735-909a-770586d33a15,Arboreal Grazer
0ecbe097-ba51-42e5-957c-382eb66c08f0,Robber of the Rich
60c90d5d-7b3b-48d2-85f6-d6a2a452c0e9,Neheb* Dreadhorde Champion
7bbd2cab-538e-4932-a828-150e3e9d52ad,Solemn Simulacrum
2c983363-f900-45f5-b906-d56b91d5c260,Docent of Perfection // Final Iteration
218af707-cc60-407e-af20-e21879a0e902,Young Pyromancer
02d6d693-f1f3-4317-bcc0-c21fa8490d38,Jace* Vryn's Prodigy // Jace* Telepath Unbound
47f39b5e-2e85-4f31-bbab-0b0bf58f701d,Abrade
b8ebe3cf-7143-453a-b0ef-2f5bdaac3185,Steam Vents
e2f12f6f-9383-47e6-a44f-2834ad130e51,Bloodbraid Elf
defaeb68-3f8a-4740-b13f-8c71c7e9c8b4,Circuit Mender
927ed667-c228-4b96-a9f6-7cbadade8134,Mutavault
b75924d1-f543-4ac5-91f9-2d5c3ffd3706,Crystalline Crawler
dcaa1ff6-304e-4660-9df3-36de8e89592e,Stomping Ground
c2fb1fff-12be-4bd5-8dba-c36e84d49651,Fading Hope
9473190f-5e96-4cf7-a0fa-a77d916acc2e,Skymarcher Aspirant
5e84cb9c-9876-47a4-aea4-78574321bc36,Legion Warboss
